# Logfile created on 2011-09-01 04:11:53 +0100 by logger.rb/31641
I, [2011-09-01T04:11:53.357047 #70036]  INFO -- : NICK lolfo
I, [2011-09-01T12:39:40.633400 #70285]  INFO -- : :ohmanboy!~ohmanboy@host86-161-238-133.range86-161.btcentralplus.com QUIT :Remote host closed the connection
I, [2011-09-01T12:39:41.256504 #70285]  INFO -- : QUIT :Goodbye!
I, [2011-09-02T01:03:52.030386 #73154]  INFO -- : NICK lifobot
I, [2011-09-02T01:03:52.031243 #73154]  INFO -- : USER lifobot 8 * :lifobot
I, [2011-09-02T01:03:52.171409 #73154]  INFO -- : :asimov.freenode.net NOTICE * :*** Looking up your hostname...
I, [2011-09-02T01:03:52.314085 #73154]  INFO -- : :asimov.freenode.net NOTICE * :*** Checking Ident
I, [2011-09-02T01:03:52.314460 #73154]  INFO -- : :asimov.freenode.net NOTICE * :*** Found your hostname
I, [2011-09-02T01:04:09.905129 #73165]  INFO -- : NICK lifobot
I, [2011-09-02T01:04:09.905377 #73165]  INFO -- : USER lifobot 8 * :lifobot
I, [2011-09-02T01:04:10.044727 #73165]  INFO -- : :asimov.freenode.net NOTICE * :*** Looking up your hostname...
I, [2011-09-02T01:04:10.182557 #73165]  INFO -- : :asimov.freenode.net NOTICE * :*** Checking Ident
I, [2011-09-02T01:04:10.182768 #73165]  INFO -- : :asimov.freenode.net NOTICE * :*** Found your hostname
I, [2011-09-02T01:04:21.630216 #73165]  INFO -- : :asimov.freenode.net NOTICE * :*** No Ident response
I, [2011-09-02T01:04:21.632778 #73165]  INFO -- : :asimov.freenode.net 001 lifobot :Welcome to the freenode Internet Relay Chat Network lifobot
I, [2011-09-02T01:04:21.633015 #73165]  INFO -- : :asimov.freenode.net 002 lifobot :Your host is asimov.freenode.net[174.143.119.91/6667], running version ircd-seven-1.0.3
I, [2011-09-02T01:04:21.633363 #73165]  INFO -- : :asimov.freenode.net 003 lifobot :This server was created Fri Mar 4 2011 at 17:35:00 UTC
I, [2011-09-02T01:04:21.633485 #73165]  INFO -- : :asimov.freenode.net 004 lifobot asimov.freenode.net ircd-seven-1.0.3 DOQRSZaghilopswz CFILMPQbcefgijklmnopqrstvz bkloveqjfI
I, [2011-09-02T01:04:21.633582 #73165]  INFO -- : :asimov.freenode.net 005 lifobot CHANTYPES=# EXCEPTS INVEX CHANMODES=eIbq,k,flj,CFLMPQcgimnprstz CHANLIMIT=#:120 PREFIX=(ov)@+ MAXLIST=bqeI:100 MODES=4 NETWORK=freenode KNOCK STATUSMSG=@+ CALLERID=g :are supported by this server
I, [2011-09-02T01:04:21.633714 #73165]  INFO -- : :asimov.freenode.net 005 lifobot SAFELIST ELIST=U CASEMAPPING=rfc1459 CHARSET=ascii NICKLEN=16 CHANNELLEN=50 TOPICLEN=390 ETRACE CPRIVMSG CNOTICE DEAF=D MONITOR=100 :are supported by this server
I, [2011-09-02T01:04:21.633840 #73165]  INFO -- : :asimov.freenode.net 005 lifobot FNC TARGMAX=NAMES:1,LIST:1,KICK:1,WHOIS:1,PRIVMSG:4,NOTICE:4,ACCEPT:,MONITOR: EXTBAN=$,arx WHOX CLIENTVER=3.0 :are supported by this server
I, [2011-09-02T01:04:21.633962 #73165]  INFO -- : :asimov.freenode.net 251 lifobot :There are 280 users and 63658 invisible on 28 servers
I, [2011-09-02T01:04:21.634073 #73165]  INFO -- : :asimov.freenode.net 252 lifobot 32 :IRC Operators online
I, [2011-09-02T01:04:21.634189 #73165]  INFO -- : :asimov.freenode.net 253 lifobot 6 :unknown connection(s)
I, [2011-09-02T01:04:21.634301 #73165]  INFO -- : :asimov.freenode.net 254 lifobot 43941 :channels formed
I, [2011-09-02T01:04:21.634416 #73165]  INFO -- : :asimov.freenode.net 255 lifobot :I have 7017 clients and 1 servers
I, [2011-09-02T01:04:21.634535 #73165]  INFO -- : :asimov.freenode.net 265 lifobot 7017 8306 :Current local users 7017, max 8306
I, [2011-09-02T01:04:21.634691 #73165]  INFO -- : :asimov.freenode.net 266 lifobot 63938 72826 :Current global users 63938, max 72826
I, [2011-09-02T01:04:21.634812 #73165]  INFO -- : :asimov.freenode.net 250 lifobot :Highest connection count: 8307 (8306 clients) (274157 connections received)
I, [2011-09-02T01:04:21.634926 #73165]  INFO -- : :asimov.freenode.net 375 lifobot :- asimov.freenode.net Message of the Day - 
I, [2011-09-02T01:04:21.635037 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- Welcome to asimov.freenode.net in TX, USA!  Thanks to
I, [2011-09-02T01:04:21.635135 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- Rackspace (www.rackspace.com) for sponsoring
I, [2011-09-02T01:04:21.635227 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- this server!
I, [2011-09-02T01:04:21.635360 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:04:21.635466 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- ASIMOV, ISAAC [1920-1992].  One of the brightest stars of the
I, [2011-09-02T01:04:21.635558 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- science fiction universe.  Author of I Robot, the
I, [2011-09-02T01:04:21.635743 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- Foundation series (which "grew like Topsy"), Pebble in the
I, [2011-09-02T01:04:21.635843 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- Sky and hundreds of works of science fact and science
I, [2011-09-02T01:04:21.635936 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- fiction.
I, [2011-09-02T01:04:21.636032 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:04:21.636122 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- You're using freenode, a service of Peer-Directed Projects
I, [2011-09-02T01:04:21.636214 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- Center Ltd (http://freenode.net/pdpc.shtml).
I, [2011-09-02T01:04:21.636317 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:04:21.636408 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- PDPC's 2011 fundraiser launched on 14th February 2011. We would 
I, [2011-09-02T01:04:21.636498 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- like to invite all users of freenode to get involved in the fun
I, [2011-09-02T01:04:21.769881 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- of our Valentine-themed fundraiser launch - see 
I, [2011-09-02T01:04:21.770049 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- http://freenode.net/pdpc_valentine.shtml for more!
I, [2011-09-02T01:04:21.770768 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:04:21.770856 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- On the subject of fundraisers, we'd like to thank our donors, 
I, [2011-09-02T01:04:21.771137 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- hardware and bandwith sponsors and especially  The Gallery 
I, [2011-09-02T01:04:21.771216 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- Project (http://gallery.menalto.com/) and our corporate sponsor 
I, [2011-09-02T01:04:21.771290 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- Canonical Ltd (http://www.canonical.com) for the generous 
I, [2011-09-02T01:04:21.771367 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- support.
I, [2011-09-02T01:04:21.771443 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:04:21.771515 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- By connecting to freenode you indicate that you have read
I, [2011-09-02T01:04:21.771593 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- and agree to adhere to our policies and procedures as per
I, [2011-09-02T01:04:21.771666 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- the website (http://freenode.net). We would like to remind
I, [2011-09-02T01:04:21.771745 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- you that unauthorized public logging of channels on the
I, [2011-09-02T01:04:21.771816 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- network is prohibited. Public channel logging should only
I, [2011-09-02T01:04:21.771885 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- take place where the channel owner(s) has requested this
I, [2011-09-02T01:04:21.771961 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- and users of the channel are all made aware (if you are
I, [2011-09-02T01:04:21.772031 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- publically logging your channel, you may wish to keep a
I, [2011-09-02T01:04:21.772112 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- notice in topic and perhaps as a on-join message).
I, [2011-09-02T01:04:21.772187 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:04:21.772283 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- By registering your nickname with Nickserv you agree that you
I, [2011-09-02T01:04:21.772353 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- are 13 years of age, or older. For more information about the
I, [2011-09-02T01:04:21.772429 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- Children's Online Privacy Protection Act please see their
I, [2011-09-02T01:04:21.772499 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- website at (http://www.coppa.org).
I, [2011-09-02T01:04:21.772574 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:04:21.772642 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- freenode runs an open proxy scanner. Your use of the network
I, [2011-09-02T01:04:21.772711 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- indicates your acceptance of this policy. For details on
I, [2011-09-02T01:04:21.772786 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- freenode network policy, please take a look at our policy
I, [2011-09-02T01:04:21.772859 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- page (http://freenode.net/policy.shtml). Thank you for using
I, [2011-09-02T01:04:21.772929 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- the network!
I, [2011-09-02T01:04:21.773003 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:04:21.773071 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- Don't forget to check out these other Peer-Directed Projects:
I, [2011-09-02T01:04:21.773145 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- FOSSCON [http://www.fosscon.org] and fossevents 
I, [2011-09-02T01:04:21.773214 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- [http://www.fossevents.org], and soon we'll repeat last years 
I, [2011-09-02T01:04:21.773283 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- success with Picnics for Geeks across the globe, more info at 
I, [2011-09-02T01:04:21.773357 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- [http://geeknic.org]
I, [2011-09-02T01:04:21.773870 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:04:21.774046 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- freenode is a service of Peer-Directed Projects Center Ltd,
I, [2011-09-02T01:04:21.774132 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- a not for profit organisation registered in England and Wales.
I, [2011-09-02T01:04:21.774205 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:04:21.774277 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- If you support the work we do and wish to donate to the PDPC, 
I, [2011-09-02T01:04:21.774366 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- you may do so over at http://freenode.net/pdpc_donations.shtml
I, [2011-09-02T01:04:21.774439 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:04:21.774509 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- Thank you for using freenode!
I, [2011-09-02T01:04:21.774579 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:04:21.774649 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- ***************************************************************
I, [2011-09-02T01:04:21.774719 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- Please read http://blog.freenode.net/2010/11/be-safe-out-there/
I, [2011-09-02T01:04:21.774790 #73165]  INFO -- : :asimov.freenode.net 372 lifobot :- ***************************************************************
I, [2011-09-02T01:04:21.774934 #73165]  INFO -- : :asimov.freenode.net 376 lifobot :End of /MOTD command.
I, [2011-09-02T01:04:21.775010 #73165]  INFO -- : JOIN #fauna
I, [2011-09-02T01:04:21.775078 #73165]  INFO -- : :lifobot MODE lifobot :+i
I, [2011-09-02T01:04:26.103280 #73165]  INFO -- : :lifobot!~lifobot@host86-161-141-234.range86-161.btcentralplus.com JOIN :#fauna
I, [2011-09-02T01:04:26.243145 #73165]  INFO -- : :asimov.freenode.net 332 lifobot #fauna :cat town
I, [2011-09-02T01:04:26.243335 #73165]  INFO -- : :asimov.freenode.net 333 lifobot #fauna evn!bnc4free@mango.bnc4free.com 1314921199
I, [2011-09-02T01:04:26.243430 #73165]  INFO -- : :asimov.freenode.net 353 lifobot = #fauna :lifobot wyhaines sferik jakehow jakehow_ jakehow__ lifo bitbckt evn anildigital_work agile tpope anildigital elliottcable
I, [2011-09-02T01:04:26.243522 #73165]  INFO -- : :asimov.freenode.net 366 lifobot #fauna :End of /NAMES list.
I, [2011-09-02T01:04:35.940212 #73165]  INFO -- : PRIVMSG #cramp :hi from the browser!
I, [2011-09-02T01:04:36.080960 #73165]  INFO -- : :asimov.freenode.net 404 lifobot #cramp :Cannot send to channel
I, [2011-09-02T01:06:00.794751 #73173]  INFO -- : NICK lifobot
I, [2011-09-02T01:06:00.794959 #73173]  INFO -- : USER lifobot 8 * :lifobot
I, [2011-09-02T01:06:00.935102 #73173]  INFO -- : :asimov.freenode.net NOTICE * :*** Looking up your hostname...
I, [2011-09-02T01:06:01.075401 #73173]  INFO -- : :asimov.freenode.net NOTICE * :*** Checking Ident
I, [2011-09-02T01:06:01.075571 #73173]  INFO -- : :asimov.freenode.net NOTICE * :*** Found your hostname
I, [2011-09-02T01:06:11.771973 #73173]  INFO -- : :asimov.freenode.net NOTICE * :*** No Ident response
I, [2011-09-02T01:06:11.772676 #73173]  INFO -- : :asimov.freenode.net 001 lifobot :Welcome to the freenode Internet Relay Chat Network lifobot
I, [2011-09-02T01:06:11.773038 #73173]  INFO -- : :asimov.freenode.net 002 lifobot :Your host is asimov.freenode.net[174.143.119.91/6667], running version ircd-seven-1.0.3
I, [2011-09-02T01:06:11.773207 #73173]  INFO -- : :asimov.freenode.net 003 lifobot :This server was created Fri Mar 4 2011 at 17:35:00 UTC
I, [2011-09-02T01:06:11.773324 #73173]  INFO -- : :asimov.freenode.net 004 lifobot asimov.freenode.net ircd-seven-1.0.3 DOQRSZaghilopswz CFILMPQbcefgijklmnopqrstvz bkloveqjfI
I, [2011-09-02T01:06:11.773421 #73173]  INFO -- : :asimov.freenode.net 005 lifobot CHANTYPES=# EXCEPTS INVEX CHANMODES=eIbq,k,flj,CFLMPQcgimnprstz CHANLIMIT=#:120 PREFIX=(ov)@+ MAXLIST=bqeI:100 MODES=4 NETWORK=freenode KNOCK STATUSMSG=@+ CALLERID=g :are supported by this server
I, [2011-09-02T01:06:11.773541 #73173]  INFO -- : :asimov.freenode.net 005 lifobot SAFELIST ELIST=U CASEMAPPING=rfc1459 CHARSET=ascii NICKLEN=16 CHANNELLEN=50 TOPICLEN=390 ETRACE CPRIVMSG CNOTICE DEAF=D MONITOR=100 :are supported by this server
I, [2011-09-02T01:06:11.773681 #73173]  INFO -- : :asimov.freenode.net 005 lifobot FNC TARGMAX=NAMES:1,LIST:1,KICK:1,WHOIS:1,PRIVMSG:4,NOTICE:4,ACCEPT:,MONITOR: EXTBAN=$,arx WHOX CLIENTVER=3.0 :are supported by this server
I, [2011-09-02T01:06:11.773800 #73173]  INFO -- : :asimov.freenode.net 251 lifobot :There are 281 users and 63599 invisible on 28 servers
I, [2011-09-02T01:06:11.773909 #73173]  INFO -- : :asimov.freenode.net 252 lifobot 32 :IRC Operators online
I, [2011-09-02T01:06:11.774026 #73173]  INFO -- : :asimov.freenode.net 253 lifobot 6 :unknown connection(s)
I, [2011-09-02T01:06:11.774133 #73173]  INFO -- : :asimov.freenode.net 254 lifobot 43932 :channels formed
I, [2011-09-02T01:06:11.774784 #73173]  INFO -- : :asimov.freenode.net 255 lifobot :I have 7017 clients and 1 servers
I, [2011-09-02T01:06:11.775126 #73173]  INFO -- : :asimov.freenode.net 265 lifobot 7017 8306 :Current local users 7017, max 8306
I, [2011-09-02T01:06:11.775431 #73173]  INFO -- : :asimov.freenode.net 266 lifobot 63880 72826 :Current global users 63880, max 72826
I, [2011-09-02T01:06:11.775734 #73173]  INFO -- : :asimov.freenode.net 250 lifobot :Highest connection count: 8307 (8306 clients) (274193 connections received)
I, [2011-09-02T01:06:11.775838 #73173]  INFO -- : :asimov.freenode.net 375 lifobot :- asimov.freenode.net Message of the Day - 
I, [2011-09-02T01:06:11.775936 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- Welcome to asimov.freenode.net in TX, USA!  Thanks to
I, [2011-09-02T01:06:11.776039 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- Rackspace (www.rackspace.com) for sponsoring
I, [2011-09-02T01:06:11.776136 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- this server!
I, [2011-09-02T01:06:11.776236 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:06:11.776399 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- ASIMOV, ISAAC [1920-1992].  One of the brightest stars of the
I, [2011-09-02T01:06:11.776494 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- science fiction universe.  Author of I Robot, the
I, [2011-09-02T01:06:11.776594 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- Foundation series (which "grew like Topsy"), Pebble in the
I, [2011-09-02T01:06:11.776688 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- Sky and hundreds of works of science fact and science
I, [2011-09-02T01:06:11.776781 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- fiction.
I, [2011-09-02T01:06:11.776880 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:06:11.776973 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- You're using freenode, a service of Peer-Directed Projects
I, [2011-09-02T01:06:11.777066 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- Center Ltd (http://freenode.net/pdpc.shtml).
I, [2011-09-02T01:06:11.777165 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:06:11.777264 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- PDPC's 2011 fundraiser launched on 14th February 2011. We would 
I, [2011-09-02T01:06:11.777357 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- like to invite all users of freenode to get involved in the fun
I, [2011-09-02T01:06:11.913949 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- of our Valentine-themed fundraiser launch - see 
I, [2011-09-02T01:06:11.914115 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- http://freenode.net/pdpc_valentine.shtml for more!
I, [2011-09-02T01:06:11.914239 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :-  
I, [2011-09-02T01:06:11.914509 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- On the subject of fundraisers, we'd like to thank our donors, 
I, [2011-09-02T01:06:11.914588 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- hardware and bandwith sponsors and especially  The Gallery 
I, [2011-09-02T01:06:11.914667 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- Project (http://gallery.menalto.com/) and our corporate sponsor 
I, [2011-09-02T01:06:11.914738 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- Canonical Ltd (http://www.canonical.com) for the generous 
I, [2011-09-02T01:06:11.914809 #73173]  INFO -- : :asimov.freenode.net 372 lifobot :- support.
